Generation,Nice,Bullies
301,112,28, 
302,113,28, 
303,114,28, 
304,115,28, 
305,116,28, 
306,116,28, 
307,115,27, 
308,115,27, 
309,114,26, 
310,114,25, 
311,115,25, 
312,114,24, 
313,114,25, 
314,113,25, 
315,114,25, 
316,114,25, 
317,115,25, 
318,116,25, 
319,117,25, 
320,118,25, 
321,118,26, 
322,118,26, 
323,117,26, 
324,117,26, 
325,116,25, 
326,116,24, 
327,115,23, 
328,115,23, 
329,115,22, 
330,115,22, 
331,115,21, 
332,115,21, 
333,116,21, 
334,116,21, 
335,116,21, 
336,115,21, 
337,116,21, 
338,116,21, 
339,116,21, 
340,116,20, 
341,115,20, 
342,115,20, 
343,115,20, 
344,114,20, 
345,114,20, 
346,114,20, 
347,114,20, 
348,115,20, 
349,115,20, 
350,114,20, 
351,115,20, 
352,114,20, 
353,114,19, 
354,114,18, 
355,115,18, 
356,115,18, 
357,115,17, 
358,115,16, 
359,115,16, 
360,115,16, 
361,115,16, 
362,116,16, 
363,116,16, 
364,115,15, 
365,115,15, 
366,115,15, 
367,115,15, 
368,114,14, 
369,114,14, 
370,114,14, 
371,114,13, 
372,114,13, 
373,114,13, 
374,113,13, 
375,114,13, 
376,114,13, 
377,115,13, 
378,116,13, 
379,116,13, 
380,116,13, 
381,115,13, 
382,115,12, 
383,115,12, 
384,115,12, 
385,115,12, 
386,115,12, 
387,115,12, 
388,115,11, 
389,115,11, 
390,115,11, 
391,115,11, 
392,115,11, 
393,116,11, 
394,115,11, 
395,116,11, 
396,116,11, 
397,116,11, 
398,116,11, 
399,117,11, 
400,118,11, 
401,119,11, 
402,119,11, 
403,120,11, 
404,120,11, 
405,120,11, 
406,120,11, 
407,121,11, 
408,121,11, 
409,121,11, 
410,121,11, 
411,122,11, 
412,122,11, 
413,122,11, 
414,122,11, 
415,123,11, 
416,123,11, 
417,122,11, 
418,122,12, 
419,121,11, 
420,121,10, 
421,122,10, 
422,122,10, 
423,121,10, 
424,120,9, 
425,121,9, 
426,121,9, 
427,120,9, 
428,120,9, 
429,120,9, 
430,120,9, 
431,120,9, 
432,121,9, 
433,122,9, 
434,121,8, 
435,121,7, 
436,122,7, 
437,123,7, 
438,123,7, 
439,123,7, 
440,124,7, 
441,124,7, 
442,124,7, 
443,124,7, 
444,124,7, 
445,124,6, 
446,123,6, 
447,123,6, 
448,123,6, 
449,123,5, 
450,123,5, 
451,123,5, 
452,124,5, 
453,124,5, 
454,124,5, 
455,124,5, 
456,124,5, 
457,123,5, 
458,123,5, 
459,122,5, 
460,122,5, 
461,123,5, 
462,122,5, 
463,123,5, 
464,123,5, 
465,123,5, 
466,122,5, 
467,122,5, 
468,122,5, 
469,123,5, 
470,123,5, 
471,123,5, 
472,123,5, 
473,123,5, 
474,123,5, 
475,124,5, 
476,125,5, 
477,126,5, 
478,126,5, 
479,127,5, 
480,127,5, 
481,128,5, 
482,129,5, 
483,130,5, 
484,130,5, 
485,131,5, 
486,131,5, 
487,132,5, 
488,132,5, 
489,130,5, 
490,129,5, 
491,129,5, 
492,130,5, 
493,129,5, 
494,129,5, 
495,129,5, 
496,130,5, 
497,130,5, 
498,129,5, 
499,129,5, 
500,128,5, 
501,128,5, 
502,129,5, 
503,129,5, 
504,130,5, 
505,130,5, 
506,131,5, 
507,132,5, 
508,132,5, 
509,133,5, 
510,133,5, 
511,133,5, 
512,134,5, 
513,134,5, 
514,133,5, 
515,133,5, 
516,133,5, 
517,133,5, 
518,134,5, 
519,134,5, 
520,134,5, 
521,134,5, 
522,135,5, 
523,134,5, 
524,135,5, 
525,136,5, 
526,136,5, 
527,136,5, 
528,136,5, 
529,135,5, 
530,135,5, 
531,136,5, 
532,136,5, 
533,136,5, 
534,136,5, 
535,137,5, 
536,137,5, 
537,136,5, 
538,136,5, 
539,135,5, 
540,135,5, 
541,135,5, 
542,135,5, 
543,136,5, 
544,137,5, 
545,138,5, 
546,139,5, 
547,138,5, 
548,138,5, 
549,138,5, 
550,138,5, 
551,139,5, 
552,139,5, 
553,139,5, 
554,140,5, 
555,141,5, 
556,140,5, 
557,140,5, 
558,140,5, 
559,141,5, 
560,142,5, 
561,140,5, 
562,140,5, 
563,140,5, 
564,140,5, 
565,141,5, 
566,141,5, 
567,141,5, 
568,141,5, 
569,141,5, 
570,142,5, 
571,143,5, 
572,143,5, 
573,144,5, 
574,144,5, 
575,144,5, 
576,144,5, 
577,145,5, 
578,145,5, 
579,143,5, 
580,144,5, 
581,145,5, 
582,145,5, 
583,145,5, 
584,145,5, 
585,145,5, 
586,146,5, 
587,146,5, 
588,147,5, 
589,147,5, 
590,147,5, 
591,146,5, 
592,146,5, 
593,146,5, 
594,146,5, 
595,146,5, 
596,146,5, 
597,145,5, 
598,146,5, 
599,147,5, 
600,147,5, 
601,148,5, 
602,148,5, 
603,149,5, 
604,149,5, 
605,150,5, 
606,150,5, 
607,151,5, 
608,152,5, 
609,152,5, 
610,151,5, 
611,151,5, 
612,151,5, 
613,152,5, 
614,152,5, 
615,152,5, 
616,152,5, 
617,151,5, 
618,152,5, 
619,152,5, 
620,152,5, 
621,152,5, 
622,152,5, 
623,152,5, 
624,152,5, 
625,151,5, 
626,151,5, 
627,151,5, 
628,151,5, 
629,152,5, 
630,151,5, 
631,151,5, 
632,151,5, 
633,151,5, 
634,152,5, 
635,152,4, 
636,152,4, 
637,152,4, 
638,151,4, 
639,151,4, 
640,151,4, 
641,152,4, 
642,152,4, 
643,152,4, 
644,152,4, 
645,151,4, 
646,151,4, 
647,151,4, 
648,151,4, 
649,151,4, 
650,151,4, 
651,152,4, 
652,153,4, 
653,153,4, 
654,153,4, 
655,153,4, 
656,153,4, 
657,153,4, 
658,153,4, 
659,154,4, 
660,155,4, 
661,154,4, 
662,155,4, 
663,156,4, 
664,157,4, 
665,155,4, 
666,156,4, 
667,157,4, 
668,157,4, 
669,157,4, 
670,158,4, 
671,158,4, 
672,158,4, 
673,158,4, 
674,159,4, 
675,158,4, 
676,159,4, 
677,159,4, 
678,159,4, 
679,159,4, 
680,160,4, 
681,160,4, 
682,160,4, 
683,161,4, 
684,160,4, 
685,160,4, 
686,159,4, 
687,159,4, 
688,159,4, 
689,159,4, 
690,159,4, 
691,159,4, 
692,159,4, 
693,159,4, 
694,159,4, 
695,159,4, 
696,159,4, 
697,160,4, 
698,160,4, 
699,160,4, 
700,161,4, 
701,160,4, 
702,160,4, 
703,160,4, 
704,161,4, 
705,161,4, 
706,161,4, 
707,162,4, 
708,162,3, 
709,162,3, 
710,162,3, 
711,163,3, 
712,163,3, 
713,163,3, 
714,164,3, 
715,164,3, 
716,165,3, 
717,165,3, 
718,165,3, 
719,165,3, 
720,165,3, 
721,165,3, 
722,166,3, 
723,166,3, 
724,166,3, 
725,166,3, 
726,166,3, 
727,166,3, 
728,166,3, 
729,165,3, 
730,166,3, 
731,166,3, 
732,167,3, 
733,168,3, 
734,168,3, 
735,168,3, 
736,168,3, 
737,169,3, 
738,170,3, 
739,170,3, 
740,170,3, 
741,169,3, 
742,170,3, 
743,171,3, 
744,172,3, 
745,172,3, 
746,172,3, 
747,172,3, 
748,172,3, 
749,171,3, 
750,170,2, 
751,171,2, 
752,171,2, 
753,171,2, 
754,171,2, 
755,171,2, 
756,172,2, 
757,172,2, 
758,172,2, 
759,173,2, 
760,173,2, 
761,173,2, 
762,173,2, 
763,173,2, 
764,173,2, 
765,174,2, 
766,174,2, 
767,174,2, 
768,174,2, 
769,175,2, 
770,175,2, 
771,175,2, 
772,175,2, 
773,175,2, 
774,175,2, 
775,175,1, 
776,175,1, 
777,175,1, 
778,176,1, 
779,176,1, 
780,176,1, 
781,176,1, 
782,177,1, 
783,177,1, 
784,177,1, 
785,178,1, 
786,178,1, 
787,179,1, 
788,179,1, 
789,179,1, 
790,180,1, 
791,180,1, 
792,180,1, 
793,180,1, 
794,181,1, 
795,181,1, 
796,181,1, 
797,182,1, 
798,181,1, 
799,181,1, 
800,181,1, 
801,181,1, 
802,181,1, 
803,182,1, 
804,183,1, 
805,183,1, 
806,182,1, 
807,183,1, 
808,183,1, 
809,183,1, 
810,183,1, 
811,183,1, 
812,183,1, 
813,184,1, 
814,184,1, 
815,184,1, 
816,185,1, 
817,186,1, 
818,187,1, 
819,187,1, 
820,188,1, 
821,187,1, 
822,187,1, 
823,187,1, 
824,187,1, 
825,187,1, 
826,185,1, 
827,186,1, 
828,187,1, 
829,187,1, 
830,188,1, 
831,188,1, 
832,189,1, 
833,188,1, 
834,188,1, 
835,188,1, 
836,189,1, 
837,190,1, 
838,190,1, 
839,190,1, 
840,190,1, 
841,190,1, 
842,191,1, 
843,191,1, 
844,192,1, 
845,192,1, 
846,193,1, 
847,194,1, 
848,194,1, 
849,194,1, 
850,194,1, 
851,194,1, 
852,194,1, 
853,194,1, 
854,194,1, 
855,195,1, 
856,195,1, 
857,195,1, 
858,195,1, 
859,196,1, 
860,196,1, 
861,196,1, 
862,197,1, 
863,198,1, 
864,198,1, 
865,198,1, 
866,198,1, 
867,198,1, 
868,198,1, 
869,198,1, 
870,198,1, 
871,198,1, 
872,197,1, 
873,197,1, 
874,198,1, 
875,199,1, 
876,198,1, 
877,199,1, 
878,199,1, 
879,199,1, 
880,199,1, 
881,199,1, 
882,200,1, 
883,199,1, 
884,199,1, 
885,199,1, 
886,200,1, 
887,201,1, 
888,201,1, 
889,201,1, 
890,201,1, 
891,202,1, 
892,203,1, 
893,203,1, 
894,203,1, 
895,204,1, 
896,204,1, 
897,204,1, 
898,204,1, 
899,204,1, 
900,205,1, 
901,205,1, 
902,205,1, 
903,205,1, 
904,205,1, 
905,205,1, 
906,205,1, 
907,206,1, 
908,206,1, 
909,207,1, 
910,207,1, 
911,207,1, 
912,208,1, 
913,208,1, 
914,208,1, 
915,208,1, 
916,208,1, 
917,209,1, 
918,210,1, 
919,210,1, 
920,210,1, 
921,209,1, 
922,210,1, 
923,210,1, 
924,211,1, 
925,211,1, 
926,210,1, 
927,210,1, 
928,210,1, 
929,210,1, 
930,210,1, 
931,210,1, 
932,210,1, 
933,211,1, 
934,211,1, 
935,211,1, 
936,212,1, 
937,212,1, 
938,211,1, 
939,212,1, 
940,212,1, 
941,213,1, 
942,213,1, 
943,212,1, 
944,211,1, 
945,211,1, 
946,211,1, 
947,212,1, 
948,213,1, 
949,213,1, 
950,214,1, 
951,215,1, 
952,215,1, 
953,216,1, 
954,217,1, 
955,218,1, 
956,217,1, 
957,217,1, 
958,217,1, 
959,217,1, 
960,217,1, 
961,218,1, 
962,218,1, 
963,218,1, 
964,219,1, 
965,219,1, 
966,218,1, 
967,218,1, 
968,218,1, 
969,218,1, 
970,219,1, 
971,220,1, 
972,220,1, 
973,221,1, 
974,222,1, 
975,223,1, 
976,224,1, 
977,224,1, 
978,224,1, 
979,224,1, 
980,224,1, 
981,225,1, 
982,225,1, 
983,225,1, 
984,225,1, 
985,224,1, 
986,225,1, 
987,225,1, 
988,225,1, 
989,225,1, 
990,225,1, 
991,225,1, 
992,224,1, 
993,225,1, 
994,225,1, 
995,225,1, 
996,225,1, 
997,224,1, 
998,225,1, 
999,225,1, 
1000,225,1, 
1001,226,1, 
1002,227,1, 
1003,228,1, 
1004,228,1, 
1005,229,1, 
1006,230,1, 
1007,230,1, 
1008,229,1, 
1009,229,1, 
1010,230,1, 
1011,230,1, 
1012,231,1, 
1013,232,1, 
1014,233,1, 
1015,233,1, 
1016,233,1, 
1017,234,1, 
1018,235,1, 
1019,235,1, 
1020,236,1, 
1021,235,1, 
1022,236,1, 
1023,236,1, 
1024,235,1, 
1025,235,1, 
1026,236,1, 
1027,236,1, 
1028,237,1, 
1029,237,1, 
1030,238,1, 
1031,238,1, 
1032,239,1, 
1033,239,1, 
1034,239,1, 
1035,239,1, 
1036,239,1, 
1037,240,1, 
1038,241,1, 
1039,241,1, 
1040,241,1, 
1041,241,1, 
1042,242,1, 
1043,242,1, 
1044,242,1, 
1045,242,1, 
1046,243,1, 
1047,243,1, 
1048,243,1, 
1049,244,1, 
1050,244,1, 
1051,244,1, 
1052,244,1, 
1053,245,1, 
1054,245,1, 
1055,245,1, 
1056,245,1, 
1057,245,1, 
1058,246,1, 
1059,246,1, 
1060,246,1, 
1061,246,1, 
1062,247,1, 
1063,246,1, 
1064,246,1, 
1065,246,1, 
1066,246,1, 
1067,246,1, 
1068,247,1, 
1069,248,1, 
1070,248,1, 
1071,248,1, 
1072,249,1, 
1073,250,1, 
1074,249,1, 
1075,249,1, 
1076,249,1, 
1077,248,1, 
1078,248,1, 
1079,248,1, 
1080,249,1, 
1081,249,1, 
1082,248,1, 
1083,247,1, 
1084,248,1, 
1085,249,1, 
1086,250,1, 
1087,251,1, 
1088,252,1, 
1089,253,1, 
1090,253,1, 
1091,253,1, 
1092,253,1, 
1093,253,1, 
1094,253,1, 
1095,253,1, 
1096,253,1, 
1097,254,1, 
1098,255,1, 
1099,255,1, 
1100,255,1, 
1101,256,1, 
1102,256,1, 
1103,256,1, 
1104,256,1, 
1105,256,1, 
1106,256,1, 
1107,256,1, 
1108,256,1, 
1109,256,1, 
1110,257,1, 
1111,257,1, 
1112,257,1, 
1113,257,1, 
1114,258,1, 
1115,258,1, 
1116,258,1, 
1117,258,1, 
1118,258,1, 
1119,259,1, 
1120,259,1, 
1121,258,1, 
1122,258,1, 
1123,258,1, 
1124,258,1, 
1125,258,1, 
1126,258,1, 
1127,259,1, 
1128,259,1, 
1129,259,1, 
1130,260,1, 
1131,260,1, 
1132,260,1, 
1133,261,1, 
1134,259,1, 
1135,259,1, 
1136,259,1, 
1137,259,1, 
1138,258,1, 
1139,259,1, 
1140,259,1, 
1141,259,1, 
1142,259,1, 
1143,259,1, 
1144,260,1, 
1145,260,1, 
1146,260,1, 
1147,260,1, 
1148,259,1, 
1149,259,1, 
1150,259,1, 
1151,259,1, 
1152,259,1, 
1153,259,1, 
1154,259,1, 
1155,259,1, 
1156,260,1, 
1157,260,1, 
1158,260,1, 
1159,261,1, 
1160,261,1, 
1161,260,1, 
1162,260,1, 
1163,260,1, 
1164,260,1, 
1165,260,1, 
1166,261,1, 
1167,261,1, 
1168,261,1, 
1169,261,1, 
1170,261,1, 
1171,261,1, 
1172,261,1, 
1173,261,1, 
1174,261,1, 
1175,262,1, 
1176,263,1, 
1177,264,1, 
1178,265,1, 
1179,266,1, 
1180,267,1, 
1181,267,1, 
1182,268,1, 
1183,268,1, 
1184,269,1, 
1185,269,1, 
1186,270,1, 
1187,270,1, 
1188,270,1, 
1189,270,1, 
1190,269,1, 
1191,269,1, 
1192,269,1, 
1193,269,1, 
1194,270,1, 
1195,271,1, 
1196,272,1, 
1197,272,1, 
1198,272,1, 
1199,272,1, 
1200,271,1, 
1201,272,1, 
1202,273,1, 
1203,273,1, 
1204,273,1, 
1205,273,1, 
1206,274,1, 
1207,274,1, 
1208,274,1, 
1209,274,1, 
1210,274,1, 
1211,275,1, 
1212,276,1, 
1213,277,1, 
1214,277,1, 
1215,277,1, 
1216,277,1, 
1217,277,1, 
1218,277,1, 
1219,277,1, 
1220,278,1, 
1221,278,1, 
1222,278,1, 
1223,278,1, 
1224,278,1, 
1225,278,1, 
1226,278,1, 
1227,279,1, 
1228,280,1, 
1229,280,1, 
1230,279,1, 
1231,279,1, 
1232,278,1, 
1233,279,1, 
1234,279,1, 
1235,279,1, 
1236,279,1, 
1237,280,1, 
1238,281,1, 
1239,281,1, 
1240,282,1, 
1241,283,1, 
1242,283,1, 
1243,283,1, 
1244,283,1, 
1245,285,1, 
1246,286,1, 
1247,286,1, 
1248,286,1, 
1249,286,1, 
1250,286,1, 
1251,286,1, 
1252,286,1, 
1253,286,1, 
1254,286,1, 
1255,287,1, 
1256,287,1, 
1257,287,1, 
1258,287,1, 
1259,287,1, 
1260,287,1, 
1261,287,1, 
1262,288,1, 
1263,289,1, 
1264,289,1, 
1265,289,1, 
1266,289,1, 
1267,291,1, 
1268,292,1, 
1269,292,1, 
1270,292,1, 
1271,292,1, 
1272,291,1, 
1273,291,1, 
1274,291,1, 
1275,291,1, 
1276,292,1, 
1277,292,1, 
1278,293,1, 
1279,293,1, 
1280,293,1, 
1281,293,1, 
1282,294,1, 
1283,294,1, 
1284,294,1, 
1285,294,1, 
1286,295,1, 
1287,295,1, 
1288,295,1, 
1289,296,1, 
1290,296,1, 
1291,297,1, 
1292,297,1, 
1293,297,1, 
1294,298,1, 
1295,298,1, 
1296,298,1, 
1297,299,1, 
1298,299,1, 
1299,298,1, 
1300,298,1, 
1301,298,1, 
1302,298,1, 
1303,299,1, 
1304,299,1, 
1305,299,1, 
1306,299,1, 
1307,299,1, 
1308,299,1, 
1309,299,1, 
1310,299,1, 
1311,300,1, 
1312,300,1, 
1313,300,1, 
1314,301,1, 
1315,301,1, 
1316,301,1, 
1317,301,1, 
1318,301,1, 
1319,301,1, 
1320,301,1, 
1321,302,1, 
1322,302,1, 
1323,302,1, 
1324,302,1, 
1325,303,1, 
1326,304,1, 
1327,304,1, 
1328,303,1, 
1329,303,1, 
1330,304,1, 
1331,304,1, 
1332,304,1, 
1333,304,1, 
1334,304,1, 
1335,303,1, 
1336,305,1, 
1337,305,1, 
1338,305,1, 
1339,306,1, 
1340,306,1, 
1341,306,1, 
1342,306,1, 
1343,306,1, 
1344,306,1, 
1345,307,1, 
1346,307,1, 
1347,307,1, 
1348,307,1, 
1349,307,1, 
1350,307,1, 
1351,307,1, 
1352,306,1, 
1353,306,1, 
1354,307,1, 
1355,307,1, 
1356,308,1, 
1357,309,1, 
1358,309,1, 
1359,310,1, 
1360,310,1, 
1361,310,1, 
1362,311,1, 
1363,311,1, 
1364,311,1, 
1365,311,1, 
1366,312,1, 
1367,312,1, 
1368,312,1, 
1369,312,1, 
1370,313,1, 
1371,313,1, 
1372,314,1, 
1373,315,1, 
1374,315,1, 
1375,316,1, 
1376,316,1, 
1377,316,1, 
1378,317,1, 
1379,317,1, 
1380,317,1, 
1381,317,1, 
1382,317,1, 
1383,318,1, 
1384,318,1, 
1385,318,1, 
1386,318,1, 
1387,318,1, 
1388,318,1, 
1389,317,1, 
1390,317,1, 
1391,317,1, 
1392,317,1, 
1393,317,1, 
1394,317,1, 
1395,317,1, 
1396,318,1, 
1397,318,1, 
1398,318,1, 
1399,318,1, 
1400,319,1, 
1401,319,1, 
1402,319,1, 
1403,319,1, 
1404,319,1, 
1405,319,1, 
1406,320,1, 
1407,320,1, 
1408,320,1, 
1409,320,1, 
1410,320,1, 
1411,320,1, 
1412,320,1, 
1413,320,1, 
1414,320,1, 
1415,320,1, 
1416,320,1, 
1417,320,1, 
1418,321,1, 
1419,321,1, 
1420,320,1, 
1421,320,1, 
1422,320,1, 
1423,320,1, 
1424,320,1, 
1425,320,1, 
1426,320,1, 
1427,320,1, 
1428,320,1, 
1429,320,1, 
1430,321,1, 
1431,322,1, 
1432,321,1, 
1433,322,1, 
1434,322,1, 
1435,322,1, 
1436,322,1, 
1437,323,1, 
1438,323,1, 
1439,323,1, 
1440,323,1, 
1441,323,1, 
1442,324,1, 
1443,323,1, 
1444,323,1, 
1445,323,1, 
1446,323,1, 
1447,323,1, 
1448,323,1, 
1449,323,1, 
1450,323,1, 
1451,324,1, 
1452,324,1, 
1453,325,1, 
1454,325,1, 
1455,326,1, 
1456,326,1, 
1457,326,1, 
1458,326,1, 
1459,326,1, 
1460,327,1, 
1461,327,1, 
1462,328,1, 
1463,328,1, 
1464,328,1, 
1465,329,1, 
1466,329,1, 
1467,329,1, 
1468,329,1, 
1469,329,1, 
1470,329,1, 
1471,330,1, 
1472,330,1, 
1473,330,1, 
1474,330,1, 
1475,330,1, 
1476,331,1, 
1477,331,1, 
1478,331,1, 
1479,332,1, 
1480,332,1, 
1481,333,1, 
1482,334,1, 
1483,334,1, 
1484,334,1, 
1485,334,1, 
1486,333,1, 
1487,334,1, 
1488,334,1, 
1489,334,1, 
1490,334,1, 
1491,334,1, 
1492,334,1, 
1493,334,1, 
1494,335,1, 
1495,336,1, 
1496,336,1, 
1497,336,1, 
1498,337,1, 
1499,338,1, 
1500,338,1, 
1501,339,1, 
1502,339,1, 
1503,339,1, 
1504,340,1, 
1505,340,1, 
1506,340,1, 
1507,341,1, 
1508,342,1, 
1509,342,1, 
1510,342,1, 
1511,343,1, 
1512,343,1, 
1513,343,1, 
1514,344,1, 
1515,344,1, 
1516,344,1, 
1517,344,1, 
1518,345,1, 
1519,346,1, 
1520,347,1, 
1521,347,1, 
1522,346,1, 
1523,347,1, 
1524,346,1, 
1525,346,1, 
1526,346,1, 
1527,346,1, 
1528,346,1, 
1529,346,1, 
1530,346,1, 
1531,347,1, 
1532,348,1, 
1533,348,1, 
1534,349,1, 
1535,350,1, 
1536,350,1, 
1537,351,1, 
1538,352,1, 
1539,352,1, 
1540,351,1, 
1541,351,1, 
1542,352,1, 
1543,352,1, 
1544,353,1, 
1545,353,1, 
1546,354,1, 
1547,354,1, 
1548,354,1, 
1549,355,1, 
1550,356,1, 
1551,356,1, 
1552,357,1, 
1553,358,1, 
1554,358,1, 
1555,358,1, 
1556,358,1, 
1557,358,1, 
1558,358,1, 
1559,360,1, 
1560,360,1, 
1561,360,1, 
1562,360,1, 
1563,361,1, 
1564,363,1, 
1565,364,1, 
1566,364,1, 
1567,364,1, 
1568,364,1, 
1569,365,1, 
1570,365,1, 
1571,366,1, 
1572,367,1, 
1573,367,1, 
1574,367,1, 
1575,367,1, 
1576,367,1, 
1577,367,1, 
1578,367,1, 
1579,368,1, 
1580,369,1, 
1581,369,1, 
1582,369,1, 
1583,369,1, 
1584,369,1, 
1585,370,1, 
1586,370,1, 
1587,370,1, 
1588,370,1, 
1589,370,1, 
1590,370,1, 
1591,370,1, 
1592,370,1, 
1593,369,1, 
1594,368,1, 
1595,368,1, 
1596,369,1, 
1597,369,1, 
1598,369,1, 
1599,370,1, 
1600,370,1, 
1601,370,1, 
1602,370,1, 
1603,371,1, 
1604,372,1, 
1605,372,1, 
1606,373,1, 
1607,373,1, 
1608,373,1, 
1609,373,1, 
1610,373,1, 
1611,374,1, 
1612,375,1, 
1613,375,1, 
1614,376,1, 
1615,376,1, 
1616,376,1, 
1617,378,1, 
1618,378,1, 
1619,378,1, 
1620,378,1, 
1621,378,1, 
1622,378,1, 
1623,378,1, 
1624,378,1, 
1625,379,1, 
1626,380,1, 
1627,381,1, 
1628,381,1, 
1629,381,1, 
1630,381,1, 
1631,382,1, 
1632,382,1, 
1633,382,1, 
1634,382,1, 
1635,382,1, 
1636,383,1, 
1637,384,1, 
1638,385,1, 
1639,385,1, 
1640,385,1, 
1641,385,1, 
1642,386,1, 
1643,387,1, 
1644,387,1, 
1645,388,1, 
1646,388,1, 
1647,388,1, 
1648,388,1, 
1649,389,1, 
1650,389,1, 
1651,390,1, 
1652,390,1, 
1653,390,1, 
1654,391,1, 
1655,391,1, 
1656,391,1, 
1657,392,1, 
1658,392,1, 
1659,392,1, 
1660,392,1, 
1661,393,1, 
1662,393,1, 
1663,394,1, 
